Age,BusinessTravel,DailyRate,CostOfHiring,Department,Education,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlySalary,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
45,Travel_Rarely,1015,6923,Research & Development,Doctor,Medical,High,Female,Laboratory Technician,Low,Single,5769,1,Yes,Excellent,10,3,10,1,4,No
45,Non-Travel,336,5262,Sales,Bachelor,Marketing,Low,Male,Sales Executive,Low,Married,4385,1,No,Excellent,10,2,10,4,5,No
31,Travel_Frequently,715,6398,Sales,Master,Other,Very High,Male,Sales Executive,Low,Single,5332,7,No,Excellent,10,3,5,0,3,No
36,Travel_Rarely,559,5596,Research & Development,Master,Life Sciences,High,Female,Manufacturing Director,High,Married,4663,9,Yes,Excellent,7,2,3,1,1,No
34,Travel_Frequently,426,5669,Research & Development,Master,Life Sciences,High,Male,Manufacturing Director,Very High,Divorced,4724,1,No,Excellent,9,3,9,7,2,No
49,Travel_Rarely,722,3853,Research & Development,Master,Life Sciences,High,Female,Laboratory Technician,Low,Married,3211,1,No,Excellent,10,3,9,1,4,No
39,Travel_Rarely,1387,6452,Research & Development,Doctor,Medical,Medium,Male,Manufacturing Director,Low,Married,5377,2,No,Excellent,10,3,7,7,7,No
27,Travel_Rarely,1302,4879,Research & Development,Bachelor,Other,Very High,Male,Laboratory Technician,Low,Divorced,4066,1,No,Excellent,7,3,7,0,7,No
35,Travel_Rarely,819,6250,Research & Development,Doctor,Life Sciences,Medium,Male,Research Scientist,Low,Married,5208,1,No,Excellent,16,2,16,1,10,No
28,Travel_Rarely,580,5852,Research & Development,Bachelor,Medical,Medium,Female,Manufacturing Director,Low,Divorced,4877,0,No,Outstanding,6,5,5,0,0,No
21,Travel_Rarely,546,3740,Research & Development,Below College,Medical,High,Male,Research Scientist,Very High,Single,3117,1,No,Excellent,3,2,2,2,2,No
18,Travel_Frequently,544,1883,Sales,College,Medical,Medium,Female,Sales Representative,Very High,Single,1569,1,Yes,Excellent,0,2,0,0,0,Yes
47,Travel_Rarely,1176,23590,Human Resources,Master,Life Sciences,Very High,Female,Manager,High,Married,19658,3,No,Excellent,27,2,5,1,0,No
39,Travel_Rarely,170,3683,Research & Development,College,Medical,High,Male,Laboratory Technician,High,Divorced,3069,0,No,Excellent,11,3,10,0,7,No
40,Travel_Rarely,884,12522,Research & Development,Bachelor,Life Sciences,Low,Female,Manufacturing Director,High,Married,10435,1,No,Excellent,18,2,18,14,12,No
35,Non-Travel,208,4978,Research & Development,Master,Life Sciences,High,Female,Healthcare Representative,High,Married,4148,1,No,Excellent,15,5,14,2,9,No
37,Travel_Rarely,671,6922,Research & Development,Bachelor,Life Sciences,High,Male,Manufacturing Director,High,Married,5768,3,No,Excellent,9,2,4,0,2,No
39,Travel_Frequently,711,6050,Research & Development,Bachelor,Medical,Low,Female,Manufacturing Director,High,Single,5042,0,No,Excellent,10,2,9,3,8,No
45,Travel_Rarely,1329,6924,Research & Development,College,Other,Very High,Female,Manufacturing Director,Very High,Divorced,5770,1,No,Excellent,10,3,10,3,9,No
38,Travel_Rarely,397,9307,Research & Development,College,Medical,Very High,Female,Manufacturing Director,High,Married,7756,3,Yes,Excellent,10,6,5,0,2,No
35,Travel_Rarely,737,12367,Sales,Bachelor,Medical,Very High,Male,Sales Executive,Low,Married,10306,9,No,Excellent,15,3,13,6,0,Yes
37,Travel_Rarely,1470,4723,Research & Development,Bachelor,Medical,Medium,Female,Research Scientist,Medium,Married,3936,1,No,Excellent,8,2,8,7,7,No
40,Travel_Rarely,448,9534,Research & Development,Bachelor,Life Sciences,High,Female,Manufacturing Director,Very High,Single,7945,6,Yes,Excellent,18,2,4,3,3,No
44,Travel_Frequently,602,6892,Human Resources,Doctor,Human Resources,Low,Male,Human Resources,Very High,Married,5743,4,Yes,Excellent,14,3,10,0,2,No
48,Travel_Frequently,365,18242,Research & Development,Doctor,Medical,High,Male,Manager,Very High,Married,15202,2,No,Outstanding,23,3,2,2,2,No
35,Travel_Rarely,763,6528,Sales,College,Medical,Low,Male,Sales Executive,Very High,Divorced,5440,6,Yes,Excellent,7,2,2,2,2,Yes
24,Travel_Frequently,567,4512,Research & Development,Below College,Technical Degree,Low,Female,Research Scientist,Very High,Single,3760,1,Yes,Excellent,6,2,6,1,3,No
27,Travel_Rarely,486,4220,Research & Development,Bachelor,Medical,Medium,Female,Research Scientist,High,Married,3517,7,No,Excellent,5,0,3,0,2,No
27,Travel_Frequently,591,3096,Research & Development,Bachelor,Medical,Very High,Male,Research Scientist,Very High,Single,2580,2,No,Excellent,6,0,4,1,2,No
40,Travel_Rarely,1329,2599,Research & Development,Bachelor,Life Sciences,Low,Male,Laboratory Technician,Low,Single,2166,3,Yes,Excellent,10,3,4,0,3,Yes
29,Travel_Rarely,469,7043,Sales,Bachelor,Medical,High,Male,Sales Executive,High,Single,5869,9,No,Excellent,8,2,5,1,4,No
36,Travel_Rarely,711,9610,Research & Development,Master,Life Sciences,Medium,Female,Healthcare Representative,Low,Married,8008,4,No,Excellent,9,6,3,0,2,No
25,Travel_Frequently,772,6247,Research & Development,Below College,Life Sciences,Very High,Male,Manufacturing Director,High,Divorced,5206,1,No,Excellent,7,6,7,0,7,No
39,Travel_Rarely,492,6354,Research & Development,Bachelor,Medical,Very High,Male,Manufacturing Director,Medium,Married,5295,4,No,Outstanding,7,3,5,1,0,No
49,Travel_Rarely,301,19696,Research & Development,Master,Other,Low,Female,Research Director,Medium,Married,16413,3,No,Excellent,27,2,4,1,2,No
50,Travel_Rarely,813,15923,Research & Development,Doctor,Life Sciences,Very High,Female,Research Director,Low,Divorced,13269,5,No,Excellent,19,3,14,1,11,No
20,Travel_Rarely,1141,3340,Sales,Bachelor,Medical,High,Female,Sales Representative,High,Single,2783,1,No,Excellent,2,3,2,2,2,No
34,Travel_Rarely,1130,6520,Research & Development,Bachelor,Life Sciences,Very High,Female,Research Scientist,Medium,Divorced,5433,1,No,Excellent,11,2,11,7,9,No
36,Travel_Rarely,311,2416,Research & Development,Bachelor,Life Sciences,Low,Male,Laboratory Technician,Medium,Single,2013,2,No,Excellent,15,4,4,1,3,No
49,Travel_Rarely,465,16759,Research & Development,Below College,Life Sciences,High,Female,Healthcare Representative,High,Married,13966,2,Yes,Excellent,30,3,15,2,12,No
36,Non-Travel,894,5249,Research & Development,Master,Medical,Very High,Female,Manufacturing Director,High,Married,4374,0,No,Excellent,4,6,3,1,2,No
36,Travel_Rarely,1040,8210,Research & Development,College,Life Sciences,Very High,Male,Healthcare Representative,Low,Divorced,6842,6,No,Outstanding,13,3,5,0,4,No
54,Travel_Rarely,584,20911,Research & Development,Doctor,Medical,Medium,Female,Manager,High,Married,17426,3,No,Outstanding,36,6,10,4,7,No
43,Travel_Rarely,1291,21124,Research & Development,College,Life Sciences,High,Male,Research Director,High,Married,17603,1,No,Outstanding,14,3,14,6,11,No
35,Travel_Frequently,880,5497,Sales,Master,Other,Very High,Male,Sales Executive,Very High,Single,4581,3,Yes,Outstanding,13,2,11,6,7,Yes
38,Travel_Frequently,1189,5682,Research & Development,Bachelor,Life Sciences,Very High,Male,Research Scientist,Very High,Married,4735,7,No,Excellent,19,4,13,2,9,No
29,Travel_Rarely,991,5024,Sales,Bachelor,Medical,Low,Male,Sales Executive,Medium,Divorced,4187,1,Yes,Excellent,10,3,10,0,9,No
33,Travel_Rarely,392,6606,Sales,Master,Medical,Very High,Male,Sales Executive,Very High,Divorced,5505,1,No,Excellent,6,5,6,0,4,No
32,Travel_Rarely,977,6564,Research & Development,Bachelor,Medical,Very High,Male,Research Scientist,Medium,Divorced,5470,0,No,Excellent,10,4,9,1,6,No
31,Travel_Rarely,1112,6571,Sales,Master,Life Sciences,Low,Female,Sales Executive,Very High,Married,5476,1,No,Excellent,10,2,10,0,2,No
49,Travel_Rarely,464,3104,Research & Development,Bachelor,Medical,Very High,Female,Laboratory Technician,Low,Divorced,2587,4,Yes,Excellent,17,2,2,2,2,No
38,Travel_Frequently,148,2928,Research & Development,Bachelor,Medical,Very High,Female,Laboratory Technician,Medium,Single,2440,1,No,Outstanding,4,3,4,3,3,No
47,Travel_Rarely,1225,19166,Sales,Master,Life Sciences,Medium,Female,Manager,Medium,Divorced,15972,6,No,Excellent,29,2,3,1,2,No
49,Travel_Rarely,809,18455,Research & Development,Bachelor,Life Sciences,High,Male,Manager,High,Single,15379,4,No,Excellent,23,2,8,0,0,No
41,Travel_Rarely,1206,8498,Sales,College,Life Sciences,Very High,Male,Sales Executive,High,Single,7082,3,Yes,Excellent,21,2,2,0,2,No
20,Travel_Rarely,727,3274,Sales,Below College,Life Sciences,Very High,Male,Sales Representative,Low,Single,2728,1,No,Excellent,2,3,2,0,2,No
33,Non-Travel,530,6442,Sales,Bachelor,Life Sciences,High,Female,Sales Executive,Very High,Divorced,5368,1,Yes,Outstanding,7,2,6,1,2,No
36,Travel_Rarely,1351,6416,Research & Development,Master,Life Sciences,Low,Male,Healthcare Representative,High,Married,5347,6,No,Excellent,10,2,3,0,2,No
44,Travel_Rarely,528,3834,Human Resources,Bachelor,Life Sciences,High,Female,Human Resources,Very High,Divorced,3195,4,Yes,Excellent,8,2,2,2,2,No
23,Travel_Rarely,1320,4787,Research & Development,Below College,Medical,Very High,Male,Laboratory Technician,High,Single,3989,1,Yes,Excellent,5,2,5,1,2,Yes
38,Travel_Rarely,1495,3967,Research & Development,College,Medical,Very High,Female,Laboratory Technician,High,Married,3306,7,No,Excellent,7,5,0,0,0,No
53,Travel_Rarely,1395,8406,Research & Development,Master,Medical,Medium,Male,Healthcare Representative,Very High,Married,7005,3,No,Excellent,11,2,4,1,2,No
48,Travel_Frequently,708,3186,Sales,College,Medical,Very High,Female,Sales Representative,High,Married,2655,2,Yes,Excellent,19,3,9,7,7,Yes
32,Travel_Rarely,1259,1672,Research & Development,Master,Life Sciences,Very High,Male,Laboratory Technician,Medium,Single,1393,1,No,Excellent,1,2,1,0,0,Yes
26,Non-Travel,786,3084,Research & Development,Bachelor,Medical,Very High,Male,Laboratory Technician,Very High,Single,2570,1,No,Outstanding,7,5,7,5,7,No
55,Travel_Rarely,1441,4244,Research & Development,Bachelor,Technical Degree,Low,Male,Research Scientist,Medium,Divorced,3537,5,No,Excellent,8,1,4,1,2,No
34,Travel_Rarely,1157,4783,Research & Development,College,Medical,Medium,Male,Laboratory Technician,Very High,Married,3986,1,No,Excellent,15,3,15,4,13,No
60,Travel_Rarely,370,13060,Research & Development,Master,Medical,High,Male,Healthcare Representative,Very High,Divorced,10883,3,No,Outstanding,19,2,1,0,0,No
33,Travel_Rarely,267,2434,Research & Development,Bachelor,Medical,Medium,Male,Laboratory Technician,Medium,Married,2028,1,No,Excellent,14,6,14,2,13,No
37,Travel_Frequently,1278,11430,Sales,Master,Medical,High,Male,Sales Executive,Very High,Divorced,9525,1,No,Excellent,6,2,6,1,3,No
34,Travel_Rarely,678,3515,Research & Development,Bachelor,Life Sciences,Medium,Female,Research Scientist,Very High,Married,2929,1,No,Excellent,10,3,10,8,7,No
23,Travel_Rarely,427,2730,Sales,Bachelor,Life Sciences,High,Male,Sales Representative,Very High,Divorced,2275,1,Yes,Outstanding,3,2,3,0,2,Yes
44,Travel_Rarely,921,9455,Research & Development,Bachelor,Life Sciences,High,Female,Healthcare Representative,Very High,Married,7879,1,Yes,Excellent,9,2,8,6,7,No
35,Travel_Frequently,146,5916,Research & Development,Master,Medical,Low,Male,Research Scientist,Very High,Single,4930,0,Yes,Excellent,6,2,5,1,4,No
43,Travel_Rarely,1179,9416,Sales,Bachelor,Medical,Very High,Male,Sales Executive,Very High,Married,7847,1,Yes,Excellent,10,3,10,8,8,No
24,Travel_Rarely,581,5281,Research & Development,Bachelor,Medical,High,Male,Research Scientist,High,Married,4401,1,No,Excellent,5,1,5,0,4,No
41,Travel_Rarely,918,11089,Sales,Bachelor,Marketing,Very High,Male,Sales Executive,High,Single,9241,1,No,Excellent,10,3,10,8,7,No
29,Travel_Rarely,1082,3569,Research & Development,Master,Medical,Very High,Female,Laboratory Technician,High,Married,2974,9,No,Excellent,9,2,5,1,2,No
36,Travel_Rarely,530,5402,Sales,Master,Life Sciences,High,Female,Sales Representative,Very High,Single,4502,3,No,Excellent,17,2,13,6,7,No
45,Non-Travel,1238,12898,Research & Development,Below College,Life Sciences,High,Male,Healthcare Representative,High,Married,10748,3,No,Outstanding,25,3,23,14,4,No
24,Travel_Rarely,240,1866,Human Resources,Below College,Human Resources,Very High,Male,Human Resources,High,Married,1555,1,No,Excellent,1,2,1,0,0,Yes
47,Travel_Frequently,1093,15523,Sales,Bachelor,Life Sciences,High,Male,Sales Executive,High,Married,12936,7,No,Excellent,25,3,23,14,10,Yes
26,Travel_Rarely,390,2766,Research & Development,Master,Medical,Very High,Male,Laboratory Technician,High,Married,2305,1,No,Excellent,3,3,3,0,2,No
45,Travel_Rarely,1005,20045,Research & Development,College,Technical Degree,Very High,Female,Research Director,Medium,Single,16704,1,No,Excellent,21,2,21,8,6,No
32,Travel_Frequently,585,4120,Research & Development,Bachelor,Life Sciences,Low,Male,Research Scientist,High,Married,3433,6,No,Excellent,10,3,5,1,3,No
31,Travel_Rarely,741,4172,Research & Development,Master,Life Sciences,Medium,Male,Laboratory Technician,High,Married,3477,1,No,Excellent,6,2,5,0,3,No
41,Non-Travel,552,7716,Human Resources,Bachelor,Human Resources,High,Male,Human Resources,Medium,Married,6430,6,No,Excellent,10,4,3,1,2,No
40,Travel_Rarely,369,7819,Research & Development,College,Life Sciences,Medium,Female,Manufacturing Director,Low,Married,6516,2,Yes,Excellent,18,3,1,0,0,No
24,Travel_Rarely,506,4688,Research & Development,Below College,Medical,Medium,Male,Laboratory Technician,Low,Divorced,3907,1,No,Excellent,6,2,6,1,2,No
46,Travel_Rarely,717,6674,Research & Development,Master,Life Sciences,High,Male,Healthcare Representative,Medium,Single,5562,6,No,Excellent,19,3,10,0,9,No
35,Travel_Rarely,1370,8260,Research & Development,Master,Life Sciences,Very High,Male,Manufacturing Director,High,Married,6883,2,No,Excellent,17,3,7,0,7,No
30,Travel_Rarely,793,3434,Research & Development,Below College,Life Sciences,Medium,Male,Research Scientist,Very High,Married,2862,1,No,Excellent,10,2,10,0,8,No
47,Non-Travel,543,5974,Sales,Master,Marketing,High,Male,Sales Executive,Medium,Married,4978,7,No,Excellent,4,3,1,0,0,No
46,Travel_Rarely,1277,12442,Sales,Bachelor,Life Sciences,High,Male,Sales Executive,Very High,Divorced,10368,4,Yes,Excellent,13,5,10,0,3,No
36,Travel_Rarely,1456,7361,Sales,Doctor,Marketing,Medium,Male,Sales Executive,Low,Divorced,6134,5,Yes,Excellent,16,3,2,2,2,Yes
32,Travel_Rarely,964,8082,Sales,College,Life Sciences,Low,Male,Sales Executive,Medium,Single,6735,6,No,Excellent,10,2,0,0,0,Yes
23,Travel_Rarely,160,3954,Research & Development,Below College,Medical,High,Female,Laboratory Technician,Medium,Single,3295,1,No,Excellent,3,3,3,1,2,No
31,Travel_Frequently,163,6286,Research & Development,Below College,Technical Degree,Very High,Female,Manufacturing Director,Very High,Single,5238,2,No,Outstanding,9,3,5,1,4,No
39,Non-Travel,792,7766,Research & Development,Bachelor,Life Sciences,Very High,Male,Laboratory Technician,Very High,Married,6472,1,Yes,Excellent,9,2,9,5,8,No
32,Travel_Rarely,371,11532,Sales,Bachelor,Life Sciences,Very High,Male,Sales Executive,High,Married,9610,3,No,Excellent,10,2,4,0,2,No
40,Travel_Rarely,611,23800,Sales,Master,Medical,Medium,Male,Manager,Medium,Single,19833,1,No,Excellent,21,3,21,12,8,No
45,Travel_Rarely,176,11707,Human Resources,Bachelor,Life Sciences,High,Female,Human Resources,High,Married,9756,4,No,Outstanding,9,2,5,0,3,No
30,Travel_Frequently,1312,5962,Research & Development,Master,Technical Degree,Very High,Female,Research Scientist,Low,Single,4968,0,No,Excellent,10,2,9,0,7,No
24,Travel_Frequently,897,2574,Human Resources,Bachelor,Medical,Low,Male,Human Resources,Very High,Married,2145,0,No,Excellent,3,2,2,2,1,No
30,Travel_Frequently,600,2616,Human Resources,Bachelor,Human Resources,High,Female,Human Resources,Very High,Divorced,2180,6,No,Excellent,6,0,4,1,2,Yes
31,Travel_Rarely,1003,10015,Sales,Bachelor,Technical Degree,Low,Male,Sales Executive,High,Married,8346,1,No,Excellent,6,3,5,0,2,No
27,Travel_Rarely,1054,4134,Research & Development,Bachelor,Medical,High,Female,Research Scientist,Very High,Single,3445,1,No,Excellent,6,5,6,1,4,No
29,Travel_Rarely,428,3312,Sales,Bachelor,Marketing,Medium,Female,Sales Representative,Medium,Single,2760,1,No,Excellent,2,3,2,2,2,Yes
29,Travel_Frequently,461,7553,Research & Development,Bachelor,Life Sciences,Very High,Male,Healthcare Representative,High,Single,6294,8,Yes,Excellent,10,5,3,0,2,No
30,Travel_Rarely,979,8568,Sales,College,Marketing,High,Male,Sales Executive,Low,Divorced,7140,2,No,Excellent,12,2,7,1,7,No
34,Travel_Rarely,181,3518,Research & Development,Master,Medical,Very High,Male,Research Scientist,Very High,Married,2932,0,Yes,Excellent,6,3,5,1,2,No
33,Non-Travel,1283,6176,Sales,Bachelor,Marketing,Very High,Female,Sales Executive,Medium,Single,5147,8,No,Excellent,13,2,11,1,7,No
49,Travel_Rarely,1313,5408,Sales,Master,Marketing,Very High,Female,Sales Executive,Very High,Single,4507,3,No,Excellent,8,1,5,0,4,No
33,Travel_Rarely,211,10277,Sales,Bachelor,Life Sciences,Low,Female,Sales Executive,Low,Single,8564,2,Yes,Outstanding,11,2,0,0,0,Yes
38,Travel_Frequently,594,2962,Research & Development,College,Medical,High,Female,Laboratory Technician,Medium,Married,2468,4,No,Excellent,9,4,6,0,5,No
31,Travel_Rarely,1079,9793,Sales,Master,Marketing,Low,Male,Sales Executive,High,Married,8161,2,No,Excellent,10,2,1,0,0,Yes
29,Travel_Rarely,590,2531,Research & Development,Bachelor,Technical Degree,Very High,Female,Research Scientist,Low,Divorced,2109,1,No,Excellent,1,2,1,0,0,No
30,Travel_Rarely,305,6353,Research & Development,Bachelor,Life Sciences,High,Male,Healthcare Representative,High,Married,5294,3,No,Excellent,10,3,7,1,7,No
32,Non-Travel,953,3262,Research & Development,Master,Technical Degree,Medium,Male,Research Scientist,Medium,Single,2718,2,No,Excellent,12,3,7,0,7,No
38,Travel_Rarely,833,6973,Research & Development,Bachelor,Medical,Medium,Male,Healthcare Representative,Very High,Married,5811,3,Yes,Excellent,15,2,1,1,0,No
43,Travel_Frequently,807,2924,Research & Development,Bachelor,Technical Degree,High,Male,Research Scientist,High,Married,2437,9,Yes,Excellent,6,4,1,0,0,Yes
42,Travel_Rarely,855,3319,Research & Development,Bachelor,Medical,Medium,Male,Laboratory Technician,Medium,Divorced,2766,8,No,Outstanding,7,6,5,0,4,No
55,Travel_Rarely,478,22846,Research & Development,Bachelor,Medical,High,Male,Research Director,Low,Married,19038,8,No,Excellent,34,2,1,0,0,No
33,Non-Travel,775,3666,Research & Development,Bachelor,Technical Degree,Very High,Male,Research Scientist,Medium,Divorced,3055,5,No,Excellent,11,2,9,1,7,No
41,Travel_Rarely,548,2747,Research & Development,Master,Life Sciences,High,Male,Laboratory Technician,Low,Divorced,2289,1,No,Outstanding,5,2,5,0,4,No
34,Non-Travel,1375,4801,Sales,Bachelor,Life Sciences,Very High,Male,Sales Executive,High,Divorced,4001,1,Yes,Excellent,15,3,15,0,7,No
53,Non-Travel,661,15558,Research & Development,Master,Medical,Low,Female,Manufacturing Director,High,Married,12965,4,Yes,Outstanding,27,2,3,0,2,No
43,Travel_Rarely,244,4247,Human Resources,Bachelor,Life Sciences,Medium,Male,Human Resources,Very High,Single,3539,0,No,Excellent,10,5,9,1,8,No
34,Travel_Rarely,511,7235,Sales,College,Life Sciences,Very High,Female,Sales Executive,Very High,Single,6029,5,No,Excellent,6,3,2,2,2,No
21,Travel_Rarely,337,3215,Sales,Below College,Marketing,Medium,Male,Sales Representative,Medium,Single,2679,1,No,Excellent,1,3,1,1,0,Yes
38,Travel_Rarely,1153,4442,Research & Development,College,Other,Very High,Female,Laboratory Technician,High,Married,3702,1,No,Excellent,5,3,5,0,4,No
22,Travel_Rarely,1294,2878,Research & Development,Below College,Medical,High,Female,Laboratory Technician,Low,Married,2398,1,Yes,Excellent,1,6,1,0,0,Yes
31,Travel_Rarely,196,6562,Sales,Master,Marketing,Low,Female,Sales Executive,Very High,Married,5468,1,No,Excellent,13,3,12,5,7,No
51,Travel_Rarely,942,15739,Research & Development,Bachelor,Technical Degree,Low,Female,Manager,High,Married,13116,2,No,Excellent,15,2,2,2,2,No
37,Travel_Rarely,589,5027,Sales,College,Marketing,Medium,Male,Sales Executive,Medium,Married,4189,1,No,Excellent,5,2,5,0,3,No
46,Travel_Rarely,734,23194,Research & Development,Master,Medical,High,Male,Research Director,Very High,Divorced,19328,7,Yes,Excellent,24,3,2,2,2,No
36,Travel_Rarely,1383,9985,Research & Development,Bachelor,Life Sciences,Very High,Male,Healthcare Representative,Low,Married,8321,7,Yes,Excellent,15,1,12,5,7,No
44,Travel_Frequently,429,2810,Research & Development,College,Medical,High,Male,Research Scientist,Medium,Divorced,2342,1,Yes,Excellent,6,2,5,2,3,Yes
37,Travel_Rarely,1239,4885,Human Resources,College,Other,High,Male,Human Resources,Medium,Divorced,4071,2,No,Excellent,19,4,10,4,7,No
35,Travel_Rarely,303,6976,Sales,Bachelor,Life Sciences,High,Male,Sales Executive,Very High,Single,5813,1,Yes,Excellent,10,2,10,7,7,Yes
33,Travel_Rarely,867,3772,Research & Development,Master,Life Sciences,Very High,Male,Research Scientist,Low,Married,3143,6,No,Excellent,14,1,10,7,6,No
28,Travel_Rarely,1181,2453,Research & Development,Bachelor,Life Sciences,High,Male,Research Scientist,Very High,Married,2044,1,No,Excellent,5,6,5,0,3,No
39,Travel_Rarely,1253,16157,Research & Development,Below College,Medical,High,Male,Research Director,High,Single,13464,7,No,Outstanding,9,3,4,2,2,No
46,Non-Travel,849,9589,Sales,College,Life Sciences,Medium,Male,Sales Executive,Medium,Single,7991,8,No,Excellent,6,3,2,2,2,No
40,Travel_Rarely,616,4052,Research & Development,College,Life Sciences,High,Female,Laboratory Technician,Low,Married,3377,4,No,Excellent,7,5,4,0,2,No
42,Travel_Rarely,1128,6646,Research & Development,Bachelor,Medical,Medium,Male,Healthcare Representative,Low,Married,5538,5,No,Excellent,10,2,0,0,0,No
35,Non-Travel,1180,6914,Research & Development,College,Medical,Medium,Male,Manufacturing Director,Very High,Divorced,5762,2,No,Excellent,15,6,7,1,7,No
38,Non-Travel,1336,3110,Human Resources,Bachelor,Human Resources,Low,Male,Human Resources,Medium,Divorced,2592,5,No,Excellent,13,3,11,3,8,No
34,Travel_Frequently,234,6415,Research & Development,Master,Life Sciences,Very High,Male,Laboratory Technician,Low,Married,5346,4,No,Excellent,11,3,7,0,7,Yes
37,Travel_Rarely,370,5056,Research & Development,Master,Medical,Very High,Male,Manufacturing Director,Low,Single,4213,1,No,Excellent,10,4,10,0,8,Yes
39,Travel_Frequently,766,4952,Sales,Bachelor,Life Sciences,High,Male,Sales Executive,Very High,Divorced,4127,2,No,Excellent,7,6,2,2,2,No
43,Non-Travel,343,2926,Research & Development,Bachelor,Life Sciences,Low,Male,Research Scientist,High,Single,2438,4,No,Excellent,7,2,3,1,2,No
41,Travel_Rarely,447,8244,Research & Development,Bachelor,Life Sciences,Medium,Male,Healthcare Representative,Medium,Single,6870,3,No,Excellent,11,3,3,1,2,No
41,Travel_Rarely,796,12536,Sales,Below College,Marketing,High,Female,Sales Executive,High,Divorced,10447,0,Yes,Excellent,23,3,22,13,5,No
30,Travel_Rarely,1092,11600,Research & Development,Bachelor,Medical,Low,Female,Manufacturing Director,High,Single,9667,9,No,Excellent,9,3,7,0,2,No
26,Travel_Rarely,920,2578,Human Resources,College,Medical,Very High,Female,Human Resources,Medium,Married,2148,0,Yes,Excellent,6,3,5,1,4,Yes
46,Travel_Rarely,261,10711,Research & Development,College,Medical,Very High,Female,Healthcare Representative,Medium,Married,8926,4,No,Outstanding,13,2,9,3,7,Yes
40,Travel_Rarely,1194,7816,Research & Development,Bachelor,Life Sciences,High,Female,Healthcare Representative,Very High,Divorced,6513,4,No,Excellent,12,3,5,0,3,No
34,Travel_Rarely,810,8159,Sales,College,Technical Degree,Medium,Male,Sales Executive,High,Married,6799,1,No,Outstanding,10,5,10,4,8,No
58,Non-Travel,350,19549,Sales,Bachelor,Medical,Medium,Male,Manager,Medium,Divorced,16291,4,No,Outstanding,37,0,16,14,14,No
35,Travel_Rarely,185,3246,Research & Development,Master,Medical,Medium,Male,Laboratory Technician,High,Married,2705,0,No,Excellent,6,2,5,0,3,No
47,Travel_Rarely,1001,12400,Research & Development,Bachelor,Life Sciences,High,Female,Manufacturing Director,Medium,Divorced,10333,8,Yes,Excellent,28,4,22,14,10,No
40,Travel_Rarely,750,5338,Research & Development,Bachelor,Life Sciences,Medium,Female,Healthcare Representative,Low,Divorced,4448,2,No,Excellent,15,3,7,7,7,No
54,Travel_Rarely,431,8225,Research & Development,Master,Medical,Very High,Female,Research Scientist,Very High,Married,6854,4,No,Excellent,14,2,7,1,7,No
31,Travel_Frequently,1125,11564,Sales,Master,Marketing,Low,Female,Sales Executive,Low,Married,9637,2,No,Excellent,9,3,3,2,2,No
28,Travel_Rarely,1217,4309,Research & Development,Bachelor,Medical,High,Female,Research Scientist,Low,Married,3591,1,No,Outstanding,3,3,3,1,2,No
38,Travel_Rarely,723,6486,Sales,Master,Marketing,Medium,Female,Sales Representative,Very High,Married,5405,2,Yes,Outstanding,20,4,4,0,3,No
26,Travel_Rarely,572,5621,Sales,Bachelor,Medical,High,Male,Sales Executive,Very High,Single,4684,1,No,Excellent,5,4,5,1,2,No
58,Travel_Frequently,1216,18944,Research & Development,Master,Life Sciences,Low,Male,Research Director,High,Married,15787,2,Yes,Excellent,23,3,2,2,2,No
18,Non-Travel,1431,1817,Research & Development,Bachelor,Medical,Medium,Female,Research Scientist,High,Single,1514,1,No,Excellent,0,4,0,0,0,No
31,Travel_Rarely,359,3547,Human Resources,Doctor,Human Resources,Very High,Male,Human Resources,Low,Married,2956,0,No,Excellent,2,4,1,0,0,Yes
29,Travel_Rarely,350,2802,Human Resources,Bachelor,Human Resources,Low,Male,Human Resources,Low,Divorced,2335,4,Yes,Excellent,4,3,2,2,0,Yes
45,Non-Travel,589,6185,Sales,Master,Life Sciences,High,Female,Sales Executive,High,Married,5154,4,No,Outstanding,10,3,8,5,7,No
36,Travel_Rarely,430,8354,Research & Development,Master,Other,Very High,Female,Research Scientist,Medium,Married,6962,4,Yes,Outstanding,15,2,1,0,0,No
43,Travel_Frequently,1422,6810,Sales,Master,Life Sciences,Low,Male,Sales Executive,Very High,Married,5675,1,No,Outstanding,7,5,7,7,7,No
27,Travel_Frequently,1297,2855,Research & Development,College,Life Sciences,Very High,Female,Laboratory Technician,Very High,Single,2379,0,Yes,Excellent,6,3,5,0,2,No
29,Travel_Frequently,574,4574,Research & Development,Below College,Medical,Very High,Male,Laboratory Technician,Very High,Married,3812,1,No,Excellent,11,3,11,3,10,No
32,Travel_Frequently,1318,5578,Sales,Master,Marketing,Very High,Male,Sales Executive,Very High,Single,4648,8,No,Excellent,4,2,0,0,0,No
42,Non-Travel,355,3523,Research & Development,Master,Technical Degree,High,Male,Research Scientist,High,Married,2936,3,No,Outstanding,10,1,6,3,3,No
47,Travel_Rarely,207,2526,Research & Development,Master,Life Sciences,Medium,Female,Laboratory Technician,High,Single,2105,4,No,Excellent,7,2,2,2,0,No
